,column_name,shap_importance
576,Country_Kazakhstan,23.127626419067383
361,ErgonomicDevices_Fatigue_relievingfloormat;Wrist_handsupportsorbraces,23.05525779724121
280,Methodology_Kanban,22.595544815063477
364,ErgonomicDevices_Standingdesk;Ergonomickeyboardormouse;Wrist_handsupportsorbraces,21.8228702545166
403,WakeTime_Iworknightshifts,21.517995834350586
321,ErgonomicDevices_Fatigue_relieving_floor_mat,21.061267852783203
513,Country_BosniaandHerzegovina,20.886308670043945
170,DatabaseDesireNextYear_MongoDB,19.225618362426758
132,LanguageDesireNextYear_Julia,18.483896255493164
590,Country_Malaysia,16.988622665405273
274,IDE_RubyMine,14.932802200317383
231,PlatformDesireNextYear_Predix,14.84199333190918
649,Country_Sweden,14.567126274108887
495,Country_Andorra,13.686551094055176
627,Country_RepublicofMoldova,13.525651931762695
402,WakeTime_Idonothaveasetschedule,13.321433067321777
121,LanguageDesireNextYear_Swift,13.05958080291748
593,Country_Malta,12.404150009155273
276,IDE_Zend,12.164021492004395
499,Country_Armenia,11.65252685546875
360,ErgonomicDevices_Fatigue_relievingfloormat;Ergonomickeyboardormouse;Wrist_handsupportsorbraces,11.497394561767578
184,PlatformWorkedWith_Arduino,11.437593460083008
435,EthicalImplications_Yes,11.291327476501465
387,Employment_Retired,9.861061096191406
296,AdBlocker_No,9.806584358215332
446,AdsPriorities6_Good,9.633684158325195
409,Gender_Female,9.406229972839355
408,NumberMonitors_Morethan4,9.183274269104004
426,AssessBenefits3_Good,8.503056526184082
99,LanguageWorkedWith_Ocaml,7.510295867919922
137,LanguageDesireNextYear_Cobol,7.329059600830078
668,Country_Uruguay,6.130058765411377
527,Country_Colombia,5.8201093673706055
368,ErgonomicDevices_Standingdesk;Fatigue_relievingfloormat;Wrist_handsupportsorbraces,5.814280033111572
479,AssessJob7_Good,5.472762107849121
540,Country_DominicanRepublic,5.007866382598877
577,Country_Kenya,4.916937828063965
651,Country_SyrianArabRepublic,4.823564052581787
407,NumberMonitors_4,4.335708141326904
600,Country_Mongolia,4.172717094421387
290,VersionControl_Zip_file_back_ups,4.055089950561523
502,Country_Azerbaijan,3.5461177825927734
222,PlatformDesireNextYear_Gaming_console,3.307460069656372
131,LanguageDesireNextYear_VB.NET,3.0268967151641846
541,Country_Ecuador,2.3844358921051025
545,Country_Estonia,2.3410799503326416
492,Country_Afghanistan,2.3306117057800293
657,Country_Togo,1.71229088306427
346,JobEmailPriorities4_Good,1.7034389972686768
152,DatabaseWorkedWith_Amazon_Redshift,1.217078447341919
250,FrameworkDesireNextYear_Hadoop,0.7508319616317749
514,Country_Botswana,0.7426015138626099
615,Country_Oman,0.0
621,Country_Peru,0.0
620,Country_Paraguay,0.0
610,Country_Nicaragua,0.0
611,Country_Niger,0.0
618,Country_Palau,0.0
613,Country_NorthKorea,0.0
619,Country_Panama,0.0
494,Country_Algeria,0.0
625,Country_Qatar,0.0
626,Country_RepublicofKorea,0.0
673,Country_Zambia,0.0
672,Country_Yemen,0.0
669,Country_Uzbekistan,0.0
666,Country_UnitedRepublicofTanzania,0.0
662,Country_Uganda,0.0
661,Country_Turkmenistan,0.0
658,Country_TrinidadandTobago,0.0
656,Country_Timor_Leste,0.0
655,Country_TheformerYugoslavRepublicofMacedonia,0.0
654,Country_Thailand,0.0
653,Country_Tajikistan,0.0
652,Country_Taiwan,0.0
648,Country_Swaziland,0.0
647,Country_Suriname,0.0
646,Country_Sudan,0.0
220,PlatformDesireNextYear_Serverless,0.0
641,Country_Somalia,0.0
605,Country_Namibia,0.0
640,Country_SolomonIslands,0.0
202,PlatformWorkedWith_Predix,0.0
636,Country_SierraLeone,0.0
634,Country_Senegal,0.0
633,Country_SaudiArabia,0.0
632,Country_SanMarino,0.0
631,Country_SaintLucia,0.0
630,Country_Rwanda,0.0
344,HypotheticalTools3_not_interested,0.0
606,Country_Nauru,0.0
584,Country_LibyanArabJamahiriya,0.0
604,Country_Myanmar,0.0
534,Country_CôtedIvoire,0.0
524,Country_CentralAfricanRepublic,0.0
525,Country_Chile,0.0
528,Country_CongoRepublicofthe...,0.0
529,Country_CostaRica,0.0
444,HypotheticalTools2_not_interested,0.0
532,Country_Cyprus,0.0
535,Country_DemocraticPeoplesRepublicofKorea,0.0
521,Country_Cameroon,0.0
536,Country_DemocraticRepublicoftheCongo,0.0
538,Country_Djibouti,0.0
539,Country_Dominica,0.0
543,Country_ElSalvador,0.0
544,Country_Eritrea,0.0
546,Country_Ethiopia,0.0
523,Country_CapeVerde,0.0
520,Country_Cambodia,0.0
603,Country_Mozambique,0.0
485,Dependents_Yes,0.0
496,Country_Angola,0.0
497,Country_AntiguaandBarbuda,0.0
493,Country_Albania,0.0
487,EthicsChoice_No,0.0
503,Country_Bahamas,0.0
504,Country_Bahrain,0.0
506,Country_Barbados,0.0
519,Country_Burundi,0.0
509,Country_Belize,0.0
510,Country_Benin,0.0
511,Country_Bhutan,0.0
512,Country_Bolivia,0.0
516,Country_BruneiDarussalam,0.0
518,Country_BurkinaFaso,0.0
547,Country_Fiji,0.0
550,Country_Gabon,0.0
551,Country_Gambia,0.0
592,Country_Mali,0.0
582,Country_Lesotho,0.0
583,Country_Liberia,0.0
585,Country_Liechtenstein,0.0
588,Country_Madagascar,0.0
589,Country_Malawi,0.0
591,Country_Maldives,0.0
594,Country_MarshallIslands,0.0
552,Country_Georgia,0.0
595,Country_Mauritania,0.0
596,Country_Mauritius,0.0
598,Country_MicronesiaFederatedStatesof...,0.0
599,Country_Monaco,0.0
601,Country_Montenegro,0.0
602,Country_Morocco,0.0
581,Country_Lebanon,0.0
579,Country_Kyrgyzstan,0.0
578,Country_Kuwait,0.0
575,Country_Jordan,0.0
573,Country_Jamaica,0.0
569,Country_Iraq,0.0
135,LanguageDesireNextYear_Lua,0.0
565,Country_Iceland,0.0
563,Country_HongKong(S.A.R.),0.0
562,Country_Honduras,0.0
561,Country_Haiti,0.0
560,Country_Guyana,0.0
559,Country_Guinea_Bissau,0.0
558,Country_Guinea,0.0
557,Country_Guatemala,0.0
556,Country_Grenada,0.0
554,Country_Ghana,0.0
674,Country_Zimbabwe,0.0
